Name,Specialisation,City,Hospital/Clinic,Experience,Padma_Vibhushan,Padma_Bhushan,Padma_Shri,Dhanvantari_Award,BC_Roy_National_Award,Other_Awards
Dr. Hemangi Sane,physician, Mumbai," Neurogen Brain and Spine Institute, Mumbai",15,0,0,0,0,0,3
Dr. Saurabh Verma,Spine Surgeon, New Delhi," Manipal Hospitals Dwarka, Delhi",14,0,0,0,0,0,1
Dr. Ashutosh Goyal,Endocrinologist, Gurgaon," Artemis Hospital, Gurgaon",10,0,0,0,0,0,10
Dr. Rajendra Reddy,Spine Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",20,0,0,0,0,0,6
Dr. Sayim Hassan Wani,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Knee Surgery,20,0,0,0,0,0,3
Dr. Nitin Goel,General Paediatrician, Gurgaon," Artemis Hospital, Gurgaon",17,0,0,0,0,0,2
Dr. Dinesh Suman,Urologist, New Delhi," Indian Spinal Injuries Center, New Delhi",16,0,0,0,0,0,9
Dr. K S Soma Sekhar Rao,Medical Gastroenterologist, Hyderabad," Apollo Spectra Hospital, Hyderabad",12,0,0,0,0,0,8
Dr. M. Maran,Surgical Gastroenterologist, Chennai,Advanced Laparoscopic,0,0,0,0,0,0,7
Dr. M. C. Uthappa,Radiation Oncologist, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",12,0,0,0,0,0,8
Dr. Tejinder Singh,Hematologist, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,5
Dr. Ruchit Shah,Interventional Cardiologist, Mumbai," Saifee Hospital, Mumbai",15,0,0,0,0,0,3
Dr. Tariq Patel,Medical Gastroenterologist, Mumbai," Saifee Hospital, Mumbai",27,0,0,0,0,0,4
Dr. Manjiri Kaba,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",24,0,0,0,0,0,9
Dr. Sahana Shankar,Pediatric Gastroenterologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",10,0,0,0,0,0,9
Dr. Arjun Satapute,Pulmonologist, Bangalore," Sakra World Hospital, Bangalore",10,0,0,0,0,0,4
Dr. Tarsem Singh Nahal,General Paediatrician, Amritsar,", Neonatologist",0,0,0,0,0,0,8
Dr. Tejinder Singh,Hematologist, Mumbai," Apollo Hospitals, Mumbai",10,0,0,0,0,0,4
Dr. Ruchit Shah,Interventional Cardiologist, Mumbai," Saifee Hospital, Mumbai",15,0,0,0,0,0,2
Dr. Tariq Patel,Medical Gastroenterologist, Mumbai," Saifee Hospital, Mumbai",27,0,0,0,0,0,4
Dr. Manjiri Kaba,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",24,0,0,0,0,0,7
Dr. Sahana Shankar,Pediatric Gastroenterologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",10,0,0,0,0,0,1
Dr. Arjun Satapute,Pulmonologist, Bangalore," Sakra World Hospital, Bangalore",10,0,0,0,0,0,4
Dr. Tarsem Singh Nahal,General Paediatrician, Amritsar,", Neonatologist",0,0,0,0,0,0,9
Dr. Sumeet Aggarwal,Rheumatologist, Gurgaon," Artemis Hospital, Gurgaon",5,0,0,0,0,0,1
Dr. Rakesh Kumar Dua,Spine Surgeon, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",20,0,0,0,0,0,6
Dr. Mrinal Pahwa,Urologist, New Delhi," Sir Ganga Ram Hospital, New Delhi",8,0,0,0,0,0,4
Dr. Manjiri Kaba,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",24,0,0,0,0,0,9
Dr. Sahana Shankar,Pediatric Gastroenterologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",10,0,0,0,0,0,5
Dr. Arjun Satapute,Pulmonologist, Bangalore," Sakra World Hospital, Bangalore",10,0,0,0,0,0,7
Dr. Tarsem Singh Nahal,General Paediatrician, Amritsar,", Neonatologist",0,0,0,0,0,0,3
Dr. Sumeet Aggarwal,Rheumatologist, Gurgaon," Artemis Hospital, Gurgaon",5,0,0,0,0,0,6
Dr. Rakesh Kumar Dua,Spine Surgeon, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",20,0,0,0,0,0,3
Dr. Mrinal Pahwa,Urologist, New Delhi," Sir Ganga Ram Hospital, New Delhi",8,0,0,0,0,0,6
Dr. Jayashree Gopal,Endocrinologist, Chennai,,14,0,0,0,0,0,9
Dr. Srinivas Botla,Neurosurgeon, Hyderabad," Yashoda Hospitals, Hyderabad",7,0,0,0,0,0,3
Dr. Ateksha Bhardwaj,Endodontist, Gurgaon," Medanta - The Medicity, Gurgaon",10,0,0,0,0,0,3
Dr. Fayeza Zaynab Quraishi,Dentist, Chennai," Apollo Hospitals, Greams Road, Chennai",7,0,0,0,0,0,2
Dr. D.K. Satsangi,Cardiac Surgeon, Noida,,35,0,0,0,0,0,1
Dr. Anish Kumar,Medical Gastroenterologist, Calicut," Aster MIMS, Calicut",20,0,0,0,0,0,2
Dr. R.V. Thenmozhi,Gynaecologist and Obstetrician, Chennai,", IVF Specialist",0,0,0,0,0,0,9
Dr. Suwarn Chetan,Ophthalmologist, Gurgaon,  ,0,0,0,0,0,0,9
Dr. Aparna Gupta,Neurologist, New Delhi," Indian Spinal Injuries Center, New Delhi",16,0,0,0,0,0,5
Dr. Sanjay Sikka,Medical Gastroenterologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",19,0,0,0,0,0,4
Dr. Sunil Mishra,Endocrinologist, Gurgaon,", Pediatric Endocrinologist",0,0,0,0,0,0,7
Dr. Sanjay Saran Baijal,Interventional Radiologist, Gurgaon," Medanta - The Medicity, Gurgaon",35,0,0,0,0,0,2
Dr. Nishith Chandra,Interventional Cardiologist, New Delhi," Fortis Escorts Heart Institute, New Delhi",21,0,0,0,0,0,6
Dr. Sunil Mishra,Endocrinologist, Gurgaon,", Pediatric Endocrinologist",0,0,0,0,0,0,1
Dr. Sanjay Saran Baijal,Interventional Radiologist, Gurgaon," Medanta - The Medicity, Gurgaon",35,0,0,0,0,0,9
Dr. Nishith Chandra,Interventional Cardiologist, New Delhi," Fortis Escorts Heart Institute, New Delhi",21,0,0,0,0,0,9
Dr. Ashok Hande,Neurosurgeon, Mumbai," Fortis Hiranandani Hospital, Vashi",25,0,0,0,0,0,1
Dr. V. C. Jacob,Physiotherapist, Mumbai," Neurogen Brain and Spine Institute, Mumbai",35,0,0,0,0,0,4
Dr. Indra Narain Tiwari,Cosmetic Surgeon, Noida," Metro Hospital, Noida",56,0,0,0,0,0,7
Dr. Pradeep Bhargava,Aesthetics and Plastic Surgeon, Noida,", Cosmetic Surgeon",0,0,0,0,0,0,10
Dr. Manish C Varma,Liver Transplant Surgeon, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",13,0,0,0,0,0,1
Dr. Sorabh Kapoor,Surgical Gastroenterologist, Ahmedabad,Hepato-Pancreato-Biliary Surgeon,13,0,0,0,0,0,2
Dr. Jamshed Jal Bunshah,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,0,0,0,0,0,0,2
Dr. Hemant Sharma,Orthopaedic and Joint Replacement Surgeon, Gurgaon," W Pratiksha Hospital, Gurgaon",24,0,0,0,0,0,5
Dr. Poonam Patil,Medical Oncologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,11,0,0,0,0,0,1
Dr. Rohit Nayyar,Surgical Oncologist, Gurgaon," Max Super Specialty Hospital, Gurgaon",18,0,0,0,0,0,9
Dr. V. K. Rajoria,Spine Surgeon, New Delhi," IBS Institute of Brain and Spine, New Delhi",24,0,0,0,0,0,7
Dr. Amish Mhatre,Vascular Surgeon, Mumbai," Fortis Hospital, Mulund, Mumbai",21,0,0,0,0,0,8
Dr. Vikas Tandon,Spine Surgeon, New Delhi," Indian Spinal Injuries Center, New Delhi",19,0,0,0,0,0,3
Dr. Ashish Khare,Cosmetic Surgeon, Gurgaon," Kalosa Hair Transplant, Cosmetic and Gynae Clinic, Gurgaon",15,0,0,0,0,0,4
Dr. Abhishek Guhathakurta,General Surgeon, Kolkata," Ruby General Hospital, Kolkata",16,0,0,0,0,0,9
Dr. Senthilkumar D,Cardiac Surgeon, Chennai," MGM Healthcare, Chennai",5,0,0,0,0,0,2
Dr. Narendranath A,ENT Surgeon, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",10,0,0,0,0,0,8
Dr. Srikanth K P,Pediatric Gastroenterologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,3,0,0,0,0,0,10
Dr. Anupam Majumdar,Nephrologist, Kolkata,,5,0,0,0,0,0,2
Dr. Sandhya Balasubramanyan,Cosmetic Surgeon, Bangalore,,15,0,0,0,0,0,5
Dr. Saif Nabi Shah,Orthopaedic and Joint Replacement Surgeon, New Delhi,,20,0,0,0,0,0,9
Dr. Bhuvan Chugh,Medical Oncologist, Gurgaon," Max Super Specialty Hospital, Gurgaon",13,0,0,0,0,0,3
Dr. Pankaj Bajpai,Pediatric Cardiologist, Gurgaon," Medanta - The Medicity, Gurgaon",22,0,0,0,0,0,9
Dr. Parjeet Kaur,Endocrinologist, Gurgaon," Medanta - The Medicity, Gurgaon",19,0,0,0,0,0,3
Dr. Prashant Vilas Bhangui,Surgical Gastroenterologist, Gurgaon,Hepato-Pancreato-Biliary Surgeon,19,0,0,0,0,0,5
Dr. Shyam Singh Bisht,Radiation Oncologist, Gurgaon," Medanta - The Medicity, Gurgaon",18,0,0,0,0,0,7
Dr. Rajesh Kumar Pradhan,Medical Gastroenterologist, Gurgaon," Artemis Hospital, Gurgaon",13,0,0,0,0,0,9
Dr. Sujata Vasani,Medical Oncologist, Mumbai," Saifee Hospital, Mumbai",18,0,0,0,0,0,6
Dr. Pankaj Ahire,Orthopaedic and Joint Replacement Surgeon, Mumbai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,8
Dr. Jimmy Lalkaka,Neurologist, Mumbai," Saifee Hospital, Mumbai",15,0,0,0,0,0,7
Dr. Mirza A Khan,Neurologist, Mumbai,,15,0,0,0,0,0,3
Dr. Vishnu Agarwal,Surgical Oncologist, Mumbai," Saifee Hospital, Mumbai",9,0,0,0,0,0,2
Dr. Vashishth Maniar,Medical Oncologist, Mumbai," Saifee Hospital, Mumbai",9,0,0,0,0,0,10
Dr. Prakash R.,Pediatric Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",15,0,0,0,0,0,4
Dr. Prasad M Bhat,Interventional Cardiologist, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",10,0,0,0,0,0,1
Dr. Vijay Kumar .S,Medical Oncologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",11,0,0,0,0,0,10
Dr. Lavanya Kiran,Gynaecologist and Obstetrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",13,0,0,0,0,0,3
Dr. Mirza A Khan,Neurologist, Mumbai,,15,0,0,0,0,0,7
Dr. Vishnu Agarwal,Surgical Oncologist, Mumbai," Saifee Hospital, Mumbai",9,0,0,0,0,0,5
Dr. Vashishth Maniar,Medical Oncologist, Mumbai," Saifee Hospital, Mumbai",9,0,0,0,0,0,10
Dr. Prakash R.,Pediatric Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",15,0,0,0,0,0,8
Dr. Prasad M Bhat,Interventional Cardiologist, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",10,0,0,0,0,0,8
Dr. Vijay Kumar .S,Medical Oncologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",11,0,0,0,0,0,8
Dr. Lavanya Kiran,Gynaecologist and Obstetrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",13,0,0,0,0,0,9
Dr. Rohit Raghunath Ranade,Gynaecologist and Obstetrician, Bangalore,", Surgical Oncologist",0,0,0,0,0,0,4
Dr. Zameer M M,Liver Transplant Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",9,0,0,0,0,0,2
Dr. Harish N S,Endocrinologist, Bangalore,,10,0,0,0,0,0,6
Dr. Prakash R.,Pediatric Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",15,0,0,0,0,0,7
Dr. Prasad M Bhat,Interventional Cardiologist, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",10,0,0,0,0,0,6
Dr. Vijay Kumar .S,Medical Oncologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",11,0,0,0,0,0,8
Dr. Lavanya Kiran,Gynaecologist and Obstetrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",13,0,0,0,0,0,10
Dr. Rohit Raghunath Ranade,Gynaecologist and Obstetrician, Bangalore,", Surgical Oncologist",0,0,0,0,0,0,4
Dr. Zameer M M,Liver Transplant Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",9,0,0,0,0,0,3
Dr. Harish N S,Endocrinologist, Bangalore,,10,0,0,0,0,0,10
Dr. Ravi Chandra MRK,Pulmonologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",9,0,0,0,0,0,5
Dr. Sunita Mohan,Ophthalmologist, Mumbai," Apollo Spectra Hospital, Mumbai",11,0,0,0,0,0,3
Dr. Pandurangan Basumani,Medical Gastroenterologist, Chennai,,20,0,0,0,0,0,8
Dr. Anshuman Agarwal,Urologist, New Delhi," Apollo Spectra Hospital, New Delhi",22,0,0,0,0,0,1
Dr Pranay Shah,Gynaecologist and Obstetrician, Mumbai," Jaslok Hospital, Mumbai",15,0,0,0,0,0,2
Dr. Sridhara N,Interventional Cardiologist, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",20,0,0,0,0,0,2
Dr. Aniruddha Chatterjee,General Paediatrician, Gurgaon," Medanta - The Medicity, Gurgaon",24,0,0,0,0,0,2
Dr. Parvez Ahmed Khan,Neurosurgeon, New Delhi," IBS Institute of Brain and Spine, New Delhi",23,0,0,0,0,0,9
Dr. Anuj Jain,Paediatrician, Noida,,12,0,0,0,0,0,1
Dr. Amit Rastogi,Liver Transplant Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",20,0,0,0,0,0,10
Dr. Donald John Babu,Surgical Oncologist, Mumbai," HCG Cancer Centre, Mumbai",12,0,0,0,0,0,10
Dr. Monika Wadhwan,Gynaecologist and Obstetrician, Noida," Fortis Hospital, Noida",18,0,0,0,0,0,1
Dr. Vijaya G,General Surgeon, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",19,0,0,0,0,0,2
Dr. Kavita Khanijo,Paediatrician, Noida," Yatharth Super Specialty Hospital, Greater Noida",20,0,0,0,0,0,9
Dr. Naren Singh Choudhary,Medical Gastroenterologist, Gurgaon," Medanta - The Medicity, Gurgaon",12,0,0,0,0,0,6
Dr. Amit Chandra,Interventional Cardiologist, Gurgaon," Medanta - The Medicity, Gurgaon",25,0,0,0,0,0,9
Dr. Mandeep Singh,Orthopaedic and Joint Replacement Surgeon, New Delhi," Medeor Hospital, Qutab, New Delhi",19,0,0,0,0,0,4
Dr. Rachna Jagia,Dermatologist, New Delhi," Venkateshwar Hospital, New Delhi",0,0,0,0,0,0,7
Dr. Neeraj Agarwal,Neurologist, Ghaziabad,,19,0,0,0,0,0,9
Dr. Amandeep Singh Sandhu,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr. Sameer R Rao,Interventional Cardiologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,19,0,0,0,0,0,2
Dr. Mohit Agarwal,Medical Oncologist, New Delhi,  ,15,0,0,0,0,0,5
 Dr. Monika Sharma,Endocrinologist, New Delhi," Pushpawati Singhania Research Institute, New Delhi",8,0,0,0,0,0,1
Dr. Padmapriya Vivek,Gynaecologist and Obstetrician, Chennai,", IVF Specialist",0,0,0,0,0,0,5
Dr. Sumanth Raj KB,General Surgeon, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",19,0,0,0,0,0,8
Dr. Rooma Sinha,Gynaecologist and Obstetrician, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",25,0,0,0,0,0,4
Dr. Utkarsh Bhagat,Neurosurgeon, Gurgaon," Fortis Memorial Research Institute, Gurgaon",7,0,0,0,0,0,10
Dr. Ruchit Patel,Medical Gastroenterologist, Mumbai," New Age Wockhardt Hospital, Mumbai",6,0,0,0,0,0,8
Dr. Abhay M. Nene,Spine Surgeon, Mumbai,,16,0,0,0,0,0,6
Dr. Ajit Vaze ,Urologist, Mumbai," Saifee Hospital, Mumbai",25,0,0,0,0,0,6
Dr. Ankush Sayal,ENT Surgeon, New Delhi," Primus Super Speciality Hospital, New Delhi",11,0,0,0,0,0,6
Dr. Vishal Khurana ,Medical Gastroenterologist, Faridabad," Metro Hospital and Heart Institute, Faridabad",10,0,0,0,0,0,9
Dr. Naveen Verma,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr. Ashish Bhusan,ENT Surgeon, Noida," Yatharth Super Specialty Hospital, Greater Noida",7,0,0,0,0,0,2
Dr. Manjiri Mehta,Gynaecologist and Obstetrician, Mumbai,", IVF Specialist",0,0,0,0,0,0,7
Dr. Anand Chavan,Orthopaedic and Joint Replacement Surgeon, Bangalore,Arthoscopy and Sports Medicine,0,0,0,0,0,0,2
Dr. Nimesh Shah,Surgical Gastroenterologist, Mumbai," Global Hospitals, Mumbai",22,0,0,0,0,0,3
Dr. Nithya Ramamurthy,Gynaecologist and Obstetrician, Chennai,", IVF Specialist",0,0,0,0,0,0,10
Dr. Richie Gupta,Aesthetics and Plastic Surgeon, New Delhi,  ,0,0,0,0,0,0,10
Dr. Ameer S Theruvath,Spine Surgeon, Kochi," Rajagiri Hospital, Kochi",15,0,0,0,0,0,3
Dr. Vivek Garg,Ophthalmologist, New Delhi,Cataract Surgeon,0,0,0,0,0,0,9
Dr. Dinesh Chandra,Cardiac Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",8,0,0,0,0,0,9
Dr. S. Ravindra Kumar,physician, Hyderabad," Aster Prime Hospital, Hyderabad",27,0,0,0,0,0,5
Dr. Vijay Sharma,Urologist and Renal Transplant Specialist, Noida," Sharda Hospital, Greater Noida",18,0,0,0,0,0,1
Dr. Guru Karna Vemula,Aesthetics and Plastic Surgeon, Hyderabad,", Cosmetic Surgeon",0,0,0,0,0,0,2
Dr. Rangarajan Kasturi,Medical Gastroenterologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",11,0,0,0,0,0,6
Dr. Gursimran Dhaliwal,Gynaecologist and Obstetrician, Amritsar," Fortis Escorts Hospital, Amritsar",12,0,0,0,0,0,2
Dr. Gursimran Kaur,Gynaecologist and Obstetrician, Amritsar, Fortis Hospital Ludhiana,10,0,0,0,0,0,10
Dr. Srikanth K. V,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",17,0,0,0,0,0,9
Dr. Thiruthani Kumaran M M,Cardiac Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",12,0,0,0,0,0,1
Dr. Rashmi B V,General Paediatrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",9,0,0,0,0,0,1
Dr. Biju Sivam Pillai,Cardiac Surgeon, Faridabad,", Vascular Surgeon",0,0,0,0,0,0,5
Dr. Muneer M. K,General Surgeon, Calicut," Aster MIMS, Calicut",18,0,0,0,0,0,6
Dr. Sumit Singh Khurana,Orthopaedic and Joint Replacement Surgeon, New Delhi,Arthoscopy and Sports Medicine,0,0,0,0,0,0,10
Dr. Arvind Prasad,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",10,0,0,0,0,0,7
Dr. Janani Saravanan,Gynaecologist and Obstetrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",14,0,0,0,0,0,5
Dr. Shobhana Sankar,General Paediatrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",11,0,0,0,0,0,10
Dr. Rajesh S,Vascular Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",12,0,0,0,0,0,1
Dr. Ruchi Tandon,Gynaecologist and Obstetrician, New Delhi," Apollo Spectra Hospital, New Delhi",12,0,0,0,0,0,3
Dr G. Venkatesh,Interventional Cardiologist, Chennai," Vijaya Hospital, Chennai",14,0,0,0,0,0,2
Dr. Jayanth Sundar Sampath,Paediatrician, Bangalore," Rainbow Hospital, Bangalore",25,0,0,0,0,0,2
Dr. Rafat Trivedi,Paediatric Neurologist, Gurgaon,,8,0,0,0,0,0,6
Dr. Binay Kumar,Electrophysiologist, Faridabad,", Interventional Cardiologist",0,0,0,0,0,0,2
Dr. Shubham Vatsya ,Medical Gastroenterologist, New Delhi," Pushpawati Singhania Research Institute, New Delhi",8,0,0,0,0,0,9
Dr. Sushruth Shetty,Surgical Gastroenterologist, Bangalore,Colo-Rectal Surgeon,0,0,0,0,0,0,9
Dr. Shawn T Joseph,Surgical Oncologist, Kochi," VPS Lakeshore Hospital, Kochi",13,0,0,0,0,0,2
Dr. Jai Babu,Pediatric Cardiologist, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",12,0,0,0,0,0,5
Dr. Raj Vigna Venugopal,Medical Gastroenterologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,24,0,0,0,0,0,9
Dr. Mangesh G Kohale,Cardiac Surgeon, Mumbai," New Age Wockhardt Hospital, Mumbai",15,0,0,0,0,0,2
Dr. Khushal.D,Neonatologist, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",4,0,0,0,0,0,6
Dr Vikas Kathuria,Neurosurgeon, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",0,0,0,0,0,0,8
Dr. Amit Chaudhary,Vascular Surgeon, Faridabad," Asian Institute of Medical Sciences, Faridabad",15,0,0,0,0,0,2
Dr. Gaurav Jain,Endocrinologist, New Delhi," Dharamshila Narayana Superspeciality Hospital , New Delhi",15,0,0,0,0,0,9
Dr. Ashish Taneja,Orthopaedic and Joint Replacement Surgeon, Gurgaon," Max Super Specialty Hospital, Gurgaon",15,0,0,0,0,0,4
Dr. Brajesh Kumar Kunwar,Cardiac Surgeon, Mumbai," Fortis Hiranandani Hospital, Vashi",12,0,0,0,0,0,6
Dr. Mukul Bhargava,Interventional Cardiologist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",8,0,0,0,0,0,5
Dr. Satya Nand Pathak,Interventional Cardiologist, New Delhi," Pushpawati Singhania Research Institute, New Delhi",8,0,0,0,0,0,2
Dr. Nataraj KS,Pediatric Hematologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",14,0,0,0,0,0,7
Dr. Vineet Govinda Gupta,Medical Oncologist, Gurgaon," Artemis Hospital, Gurgaon",8,0,0,0,0,0,8
Dr. Neerav Goyal,General Surgeon, New Delhi," Indraprastha Apollo Hospital, New Delhi",15,0,0,0,0,0,2
Dr. E. Ravindra Mohan,Ophthalmologist, Chennai,Oculoplasty Specialist,15,0,0,0,0,0,5
Dr. Yuvraj Kumar,Orthopaedic and Joint Replacement Surgeon, Faridabad,Arthoscopy and Sports Medicine,0,0,0,0,0,0,2
Dr. Vinod Raina,Medical Oncologist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",23,0,0,0,0,0,7
Dr. Amit Gupte,Medical Gastroenterologist, Mumbai,,14,0,0,0,0,0,7
Dr. Ravindra Vats,Obesity and Bariatric Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",10,0,0,0,0,0,2
Dr. Neha Sood,ENT Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",18,0,0,0,0,0,10
Dr. Ashu Kumar Jain,Spine Surgeon, Gurgaon," Artemis Hospital, Gurgaon",14,0,0,0,0,0,9
Dr. Lovkesh Anand,Surgical Gastroenterologist, New Delhi,Hepato-Pancreato-Biliary Surgeon,14,0,0,0,0,0,2
Dr. Chandrasekar Jothiraj,Surgical Gastroenterologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",10,0,0,0,0,0,1
Dr. Saumya H Mittal,Neurologist, Noida," Sharda Hospital, Greater Noida",20,0,0,0,0,0,6
Dr. Akshay Kumar Panda ,General Surgeon, Noida,,17,0,0,0,0,0,1
Dr. Rohit Goyal,Medical Gastroenterologist, New Delhi," Venkateshwar Hospital, New Delhi",13,0,0,0,0,0,2
Dr. Deepali Gaur,General Paediatrician, Faridabad,", Neonatologist",0,0,0,0,0,0,9
Dr. Neeraj Aggarwal ,General Paediatrician, Faridabad,", Neonatologist",0,0,0,0,0,0,6
Dr. Anand Gupta,ENT Surgeon, Faridabad," QRG Health City, Faridabad",15,0,0,0,0,0,6
Dr. Anurag Aggarwal,Internal Medicine, Faridabad," QRG Health City, Faridabad",15,0,0,0,0,0,6
Dr. Sonalika Agarwal,Nephrologist, Faridabad," QRG Health City, Faridabad",15,0,0,0,0,0,3
Dr. Sowrabh Kumar Arora,Surgical Oncologist, New Delhi," Max Super Speciality hospital, Patparganj, New Delhi",13,0,0,0,0,0,9
 Dr. Sameer Dhingra,Cardiac Surgeon, New Delhi," Pushpawati Singhania Research Institute, New Delhi",8,0,0,0,0,0,3
Dr. Kiranmayi Atla,Aesthetics and Plastic Surgeon, Faridabad,", Cosmetic Surgeon",0,0,0,0,0,0,9
Dr. Ram Niwas Yadav,Urologist and Andrologist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",6,0,0,0,0,0,6
Dr. Inder Verma,Urologist and Renal Transplant Specialist, Gurgaon," Paras Hospitals, Gurgaon",20,0,0,0,0,0,7
Dr. Vinay Chandrashekar,Liver Transplant Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",11,0,0,0,0,0,5
Dr. Ashish Nandwani,Nephrologist, Gurgaon," Manipal Hospitals Dwarka, Delhi",17,0,0,0,0,0,8
Dr. Anupama V Hegde,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",9,0,0,0,0,0,7
Dr Vidhyadharan Sivakumar,Surgical Oncologist, Chennai," Apollo Proton Cancer Centre, Chennai",10,0,0,0,0,0,2
Dr. Ajay Mohan,Oral & Maxillofacial Surgeon, Chennai," Apollo Cosmetic Clinic, MRC Nagar",12,0,0,0,0,0,1
Dr. Manav Suryavanshi,Urologist and Andrologist, Gurgaon," Medanta - The Medicity, Gurgaon",18,0,0,0,0,0,1
Dr. Vidyadhara S.,Spine Surgeon, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,20,0,0,0,0,0,8
Dr Ashiq Mohamed,Dermatologist, Chennai," Apollo Cosmetic Clinic, MRC Nagar",10,0,0,0,0,0,8
Dr. Anand Shenoy,Interventional Cardiologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,20,0,0,0,0,0,4
Dr. Sunny Jain,Medical Oncologist, Faridabad,", Radiation Oncologist",0,0,0,0,0,0,4
Dr. Divya Kumar ,Gynaecologist and Obstetrician, Faridabad,", Infertility Specialist",0,0,0,0,0,0,8
Dr. Pooja Goel,Gynaecologist and Obstetrician, Faridabad," QRG Health City, Faridabad",13,0,0,0,0,0,4
Dr. Himanshu Agarwal ,Neuro Intervention Radiologist, New Delhi,", Neurologist",0,0,0,0,0,0,10
Dr. Mukesh Patekar,Medical Oncologist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",6,0,0,0,0,0,1
Dr. Suhail Naseem Bukhari,Vascular Surgeon, New Delhi," Fortis Escorts Heart Institute, New Delhi",18,0,0,0,0,0,6
Dr. Mudit Khanna,Orthopaedic and Joint Replacement Surgeon, Mumbai,", Shoulder Surgery",0,0,0,0,0,0,1
Dr. Amit Dutta,General Surgeon, Kolkata," AMRI Hospital, Kolkata (Dhakuria)",14,0,0,0,0,0,10
Dr. Mahesh Prasad,Nephrologlist, Mumbai," New Age Wockhardt Hospital, Mumbai",21,0,0,0,0,0,1
Dr. Pankaj Wadhwa,Urologist, Gurgaon,Endourologist,21,0,0,0,0,0,10
